list_name,name,label,Type,GrowthHabitSub,Duration,Foliar,fulllist
PlantsList,CAGU,CAGU    Calochortus gunnisonii S. Watson    Gunnison s mariposa lily,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAHA6,CAHA6    Carex haydeniana Olney    cloud sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAHEC,CAHEC    Carex heteroneura W. Boott var. chalciolepis (T. Holm) F.J. Herm.    Holm sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAHO5,CAHO5    Carex hoodii Boott    Hood s sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAIN,CAIN    Calamagrostis inexpansa A. Gray,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAIN27,CAIN27    Carduus inamoenus    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAIN9,CAIN9    Carex inops L.H. Bailey    long-stolon sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAINH2,CAINH2    Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins    sun sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAINI5,CAINI5    Castilleja integra A. Gray var. integra     wholeleaf Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAJA6,CAJA6    Caesalpinia jamesii    James  holdback,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALA10,CALA10    Carex lachenalii Schkuhr    twotipped sedge,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CALA38,CALA38    Calylophus lavandulifolius (Torr. & A. Gray) P.H. Raven    lavenderleaf sundrops,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALAM,CALAM    Calamagrostis Adans.    reedgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CALE4,CALE4    Caltha leptosepala DC.    white marsh marigold,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALI,CALI    Carex livida (Wahlenb.) Willd.    livid sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CALI14,CALI14    Castilleja linearis Rydb.,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALI2,CALI2    Carlowrightia linearifolia    heath wrightwort,Woody,SubShrub,Perennial,Y,Y
PlantsList,CALI5,CALI5    Castilleja lineata Greene    marshmeadow Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALO,CALO    Calamovilfa longifolia (Hook.) Scribn.    prairie sandreed,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CALOC,CALOC    Calochortus spp.    Mariposa lily,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAMAS,CAMAS    Camassia spp.    Camas,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAMI12,CAMI12    Castilleja miniata Douglas ex Hook.     giant red Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAMI2,CAMI2    Camelina microcarpa Andrz. ex DC.    littlepod false flax,NonWoody,Forb,Annual,Y,Y
PlantsList,CAMI7,CAMI7    Carex microptera Mack.    smallwing sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAMIS,CAMIS    Camissonia Link    suncup,NonWoody,Forb,Annual,Y,Y
PlantsList,CAMO,CAMO    Calamagrostis montanensis Scribn. ex Vasey    plains reedgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CANE2,CANE2    Carex nebrascensis Dewey    Nebraska sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CANE3,CANE3    Carex nelsonii Mack.    Nelson s sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CANI2,CANI2    Carex nigricans C.A. Mey.    black alpine sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CANO3,CANO3    Carex nova L.H. Bailey    black sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CANU14,CANU14    Carex nubicola Mack.,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CANU2,CANU2    Calochortus nudus S. Watson     naked mariposa lily,NonWoody,Forb,Perennial,Y,Y
PlantsList,CANU3,CANU3    Calochortus nuttallii Torr. & A. Gray    sego lily,NonWoody,Forb,Perennial,Y,Y
PlantsList,CANU4,CANU4    Carduus nutans L.    nodding plumeless thistle,NonWoody,Forb,Annual,Y,Y
PlantsList,CANUM2,CANUM2    Carduus nutans ssp. macrolepis    musk thistle,NonWoody,Forb,Annual,Y,Y
PlantsList,CAOB4,CAOB4    Carex obtusata Lilj.    obtuse sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAOC2,CAOC2    Carex occidentalis    western sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAOC4,CAOC4    Castilleja occidentalis Torr.    western Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAOR,CAOR    Carex oreocharis T. Holm    grassyslope sedge,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAPA10,CAPA10    Campanula parryi A. Gray    Parry s bellflower,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAPA14,CAPA14    Carex pachystachya Cham. ex Steud.    chamisso sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPE12,CAPE12    Carex perglobosa Mack.    globe sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPE42,CAPE42    Carex pellita Muhl. Ex Willd.    woolly sedge,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAPE7,CAPE7    Carex petasata Dewey    Liddon sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPH2,CAPH2    Carex phaeocephala Piper     dunhead sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPI7,CAPI7    Carex pityophila Mack.    loving sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPR5,CAPR5    Carex praegracilis    clustered field sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAPR7,CAPR7    Carex praticola Rydb.    meadow sedge,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAPU,CAPU    Calamagrostis purpurascens R. Br.    purple reedgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAPU10,CAPU10    Castilleja pulchella Rydb.    beautiful Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAPU19,CAPU19    Castilleja puberula Rydb.    shortflower Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAPU6,CAPU6    Cardaria pubescens(C.A. Mey.) Jarmolenko    hairy whitetop,NonWoody,Forb,Perennial,Y,Y
PlantsList,CARA,CARA    Campanula rapunculoides L.    rampion bellflower,NonWoody,Forb,Perennial,Y,Y
PlantsList,CARH4,CARH4    Castilleja rhexiifolia Rydb.    splitleaf Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CARO2,CARO2    Campanula rotundifolia L.    bluebell bellflower,NonWoody,Forb,Perennial,Y,Y
PlantsList,CARO5,CARO5    Carex rossii Boott    Ross  sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CARU,CARU    Calamagrostis rubescens Buckley    pinegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CARU3,CARU3    Carex rupestris All.    curly sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CASAM3,CASAM3    Camelina sativa (L.) Crantz ssp. microcarpa (Andrz. ex DC.) E. Schmid,NonWoody,Forb,Annual,Y,Y
PlantsList,CASC18,CASC18    Camissonia scapoidea (Nutt. ex Torr. A. Gray) P.H. Raven    Paiute suncup,NonWoody,Forb,Annual,Y,Y
PlantsList,CASC19,CASC19    Castilleja scabrida Eastw.     rough Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CASCS3,CASCS3    Camissonia scapoidea (Nutt. ex Torr. & A. Gray) P.H. Raven ssp. scapoidea    Paiute suncup,NonWoody,Forb,Annual,Y,Y
PlantsList,CASCS4,CASCS4    Castilleja scabrida Eastw. var. scabrida    Zion Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CASI12,CASI12    Carex siccata    dryspike sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CASI2,CASI2    Carex simulata Mack.    analogue sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAST14,CAST14    Caulanthus stenocarpus    California mustard,NonWoody,Forb,Annual,Y,Y
PlantsList,CAST36,CAST36    Calamagrostis stricta (Timm) Koeler    slimstem reedgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CASTE3,CASTE3    Carex stenophylla    needleleaf sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CASTI2,CASTI2    Castilleja    paintbrush Indian-paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CASU12,CASU12    Castilleja sulphurea Rydb.    sulphur Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CATI,CATI    Carthamus tinctorius    Safflower,NonWoody,Forb,Annual,Y,Y
PlantsList,CAUN2,CAUN2    Campanula uniflora L.    arctic bellflower,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAUT,CAUT    Carex utriculata    beaked sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAVA3,CAVA3    Carex vallicola Dewey    valley sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAVE11,CAVE11    Calceolaria verticillata    babyslippers,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAVI5,CAVI5    Carex viridula Michx.    little green sedge,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CAWAW2,CAWAW2    Camissonia walkeri (A. Nelson) P.H. Raven ssp. walkeri     Walker s suncup,NonWoody,Forb,Annual,Y,Y
PlantsList,CEAR4,CEAR4    Cerastium arvense L.    field chickweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEARS2,CEARS2    Cerastium arvense L. ssp. strictum (L.) Ugborogho    field chickweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEBE2,CEBE2    Cerastium beeringianum Cham. & Schltdl.    Bering chickweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEBR3,CEBR3    Cerastium brachypodum(Engelm. ex A. Gray) B.L. Rob.    shortstalk chickweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEBRE,CEBRE    Cercocarpus breviflorus var. eximius    hairy mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CECA11,CECA11    Ceratochloa carinata (Hook. & Arn.) Tutin    Mountain Brome,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CECA12,CECA12    Ceratochloa cathartica    rescuegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CEDI3,CEDI3    Centaurea diffusa Lam.    diffuse knapweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEFE,CEFE    Ceanothus fendleri A. Gray    Fendler s ceanothus,Woody,Shrub,Perennial,Y,Y
PlantsList,CEIN7,CEIN7    Cercocarpus intricatus S. Watson    littleleaf mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CELA4,CELA4    Ceratoides lanata    winterfat,Woody,Shrub,Perennial,Y,Y
PlantsList,CELAR2,CELAR2    Ceratoides lanata var. ruinina    winterfat,Woody,Shrub,Perennial,Y,Y
PlantsList,CELAS2,CELAS2    Ceratoides lanata var. subspinosa    winterfat,Woody,Shrub,Perennial,Y,Y
PlantsList,CELE3,CELE3    Cercocarpus ledifolius Nutt.     curl-leaf mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CEMA2,CEMA2    Ceanothus martinii M.E. Jones    Martin s ceanothus,Woody,Shrub,Perennial,Y,Y
PlantsList,CEMOA,CEMOA    Cercocarpus montanus Raf. var. argenteus (Rydb.) F.L. Martin    silver mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CEMOP,CEMOP    Cercocarpus breviflorus    hairy mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CERCO,CERCO    Cercocarpus Kunth    mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CESI,CESI    Cevallia sinuata    stinging serpent,NonWoody,Forb,Perennial,Y,Y
PlantsList,CESO3,CESO3    Centaurea solstitialis L.    yellow star-thistle,NonWoody,Forb,Annual,Y,Y
PlantsList,CEST8,CEST8    Centaurea stoebe L.    spotted knapweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CETE5,CETE5    Ceratocephala testiculata (Crantz) Roth    curveseed butterwort,NonWoody,Forb,Annual,Y,Y
PlantsList,CEUN3,CEUN3    Ceratochloa unioloides    rescuegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CEVE,CEVE    Ceanothus velutinus    Snowbrush ceanothus,Woody,Shrub,Perennial,Y,Y
PlantsList,CEVIC,CEVIC    Cereus viridiflorus var. cylindricus    nylon hedgehog cactus,Woody,Succulent,Perennial,Y,Y
PlantsList,CEWI,CEWI    Ceratochloa willdenowii    rescuegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHAL11,CHAL11    Chamaesyce albomarginata    whitemargin sandmat,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAL16,CHAL16    Chlorocrepis albiflora    white hawkweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAL7,CHAL7    Chenopodium album L.     lambsquarters,NonWoody,Forb,Annual,Y,Y
PlantsList,CHALA,CHALA    Chenopodium album L. var. album    lambsquarters,NonWoody,Forb,Annual,Y,Y
PlantsList,CHAMA15,CHAMA15    Chamaesyce Gray    sandmat,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAME2,CHAME2    Chamerion Raf. ex Holub    fireweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAN11,CHAN11    Chaenactis angustifolia Greene,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAN9,CHAN9    Chamerion angustifolium (L.) Holub    fireweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHANA2,CHANA2    Chamerion angustifolium (L.) Holub ssp. angustifolium    fireweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHAT,CHAT    Chenopodium atrovirens Rydb.    pinyon goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHBA12,CHBA12    Chondrosum barbata    sixweeks grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHBE4,CHBE4    Chenopodium berlandieri Moq.    pitseed goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHCA4,CHCA4    Chenopodium capitatum (L.) Asch.    blite goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHCO15,CHCO15    Cheilanthes cochisensis    Cochise scaly cloakfern,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHCO2,CHCO2    Chamaesaracha coronopus (Dunal)A. Gray    greenleaf five eyes,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHCY,CHCY    Chenopodium cycloides A. Nelson    sandhill goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHDA4,CHDA4    Chenopodium dacoticum    Watson s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHDE,CHDE    Chenopodium desiccatum A. Nelson    aridland goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHDO,CHDO    Chaenactis douglasii (Hook.) Hook. & Arn.    Douglas  dustymaiden,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHDOD,CHDOD    Chaenactis douglasii (Hook.) Hook. & Arn. var. douglasii    Douglas  dustymaiden,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHDU2,CHDU2    Chloris dubia    green sprangletop,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHENO,CHENO    Chenopodium spp.    Goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHER,CHER    Chamaerhodos erecta (L.) Bunge     little rose,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHER2,CHER2    Chaetopappa ericoides (Torr.) G.L. Nesom     rose heath,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHER4,CHER4    Chondrosum eriopodum    black grama,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHEX3,CHEX3    Chondrosum exile    sixweeks grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHFE,CHFE    Cheilanthes feei T. Moore    slender lipfern,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHFE2,CHFE2    Cheilanthes fendleri Hook.    Fendler s lipfern,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHFE3,CHFE3    Chamaesyce fendleri (Torr. & A. Gray) Small    Fendler s sandmat,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHFE5,CHFE5    Chlorocrepis fendleri    yellow hawkweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHFO2,CHFO2    Chenopodium foliosum(Moench) Asch.    leafy goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHFR3,CHFR3    Chenopodium fremontii S. Watson    Fremont s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHFRF,CHFRF    Chenopodium fremontii S. Watson var. fremontii    Fremont s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHGL13,CHGL13    Chamaesyce glyptosperma (Engelm.) Small    ribseed sandmat,NonWoody,Forb,Annual,Y,Y
PlantsList,CHGL3,CHGL3    Chenopodium glaucum L.     oakleaf goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHGL7,CHGL7    Chenopodium glabrescens    Watson s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHGR15,CHGR15    Chondrosum gracile    blue grama,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHHI,CHHI    Chenopodium hians Standl.    hians goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHIN2,CHIN2    Chenopodium incanum (S. Watson) A. Heller    mealy goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHLE4,CHLE4    Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson    narrowleaf goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHLE9,CHLE9    Chaetochloa leucopila    streambed bristlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHLEO,CHLEO    Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson var. oblongifolium S. Watson,NonWoody,Forb,Annual,Y,Y
PlantsList,CHLI3,CHLI3    Chrysothamnus linifolius Greene    spearleaf rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHMI15,CHMI15    Chondrosum microstachyum    sixweeks grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHMI7,CHMI7    Chamaesyce micromera    Sonoran sandmat,NonWoody,Forb,Annual,Y,Y
PlantsList,CHNA2,CHNA2    Chrysothamnus nauseosus    Rubber rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHOL5,CHOL5    Chondrosum oligostachyum    blue grama,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CHOL6,CHOL6    Chenopodium olidum    Watson s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHOV,CHOV    Chenopodium overi Aellen    Over s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHPA19,CHPA19    Chondrosum parryi    Parry s grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHPA5,CHPA5    Chenopodium pallescens Standl.    slimleaf goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHPO9,CHPO9    Chondrosum polystachyum    sixweeks grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHPR5,CHPR5    Chenopodium pratericola Rydb.    desert goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHRU,CHRU    Chenopodium rubrum L.    red goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHRYS9,CHRYS9    Chrysothamnus    rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHSC,CHSC    Chamaechaenactis scaposa (Eastw.) Rydb.    fullstem,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHSE6,CHSE6    Chamaesyce serpyllifolia (Pers.) Small    thymeleaf sandmat,NonWoody,Forb,Annual,Y,Y
PlantsList,CHSE7,CHSE7    Chamaesyce serrula    sawtooth sandmat,NonWoody,Forb,Annual,Y,Y
PlantsList,CHSI2,CHSI2    Chenopodium simplex (Torr.) Raf.    Mapleleaf goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CHSIC,CHSIC    Cheilanthes sinuata var. cochisensis    Cochise scaly cloakfern,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHSO,CHSO    Chamaesaracha sordida    hairy five eyes,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHST,CHST    Chaenactis stevioides Hook. & Arn.    Esteve s pincushion,NonWoody,Forb,Annual,Y,Y
PlantsList,CHSU12,CHSU12    Chondrosum subscorpioides    sixweeks grama,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHTE2,CHTE2    Chorispora tenella    Purple mustard,NonWoody,Forb,Annual,Y,Y
PlantsList,CHUM,CHUM    Chimaphila umbellata (L.) W.P.C. Barton    pipsissewa,Woody,SubShrub,Perennial,Y,Y
PlantsList,CHVA2,CHVA2    Chrysothamnus vaseyi (A. Gray) Greene    Vasey s rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHVI10,CHVI10    Chrysopsis villosa (Pursh) Nutt. ex DC.,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHVI4,CHVI4    Chloris virgata Sw.    feather fingergrass,NonWoody,Graminoid,Annual,Y,Y
PlantsList,CHVIA4,CHVIA4    Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. axillaris (D.D. Keck) L.C. Anderson    yellow rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHVIF2,CHVIF2    Chrysopsis villosa (Pursh) Nutt. ex DC. var. foliosa (Nutt.) D.C. Eaton,NonWoody,Forb,Perennial,Y,Y
PlantsList,CHVIV2,CHVIV2    Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus    yellow rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHWA,CHWA    Chenopodium watsonii A. Nelson    Watson s goosefoot,NonWoody,Forb,Annual,Y,Y
PlantsList,CIAL,CIAL    Circaea alpina L.    small enchanter s nightshade,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIAR4,CIAR4    Cirsium arvense    Canada thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIAR7,CIAR7    Cirsium arcuum    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIBA,CIBA    Cirsium barnebyi S.L. Welsh & Neese    Barneby s thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CICA10,CICA10    Cirsium calcareum (M.E. Jones) Wooton & Standl.    Cainville thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CICA11,CICA11    Cirsium canescens Nutt.    prairie thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CICE,CICE    Cirsium centaureae(Rydb.) K. Schum.    fringed thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CICL,CICL    Cirsium clavatum (M.E. Jones) Petr.    Fish Lake thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIEA,CIEA    Cirsium eatonii (A. Gray) B.L. Rob.    Eaton s thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIMA2,CIMA2    Cicuta maculta L.    spotted water hemlock,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIMO2,CIMO2    Cirsium modestum (Osterh.) Cockerell    lacy thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CINE,CINE    Cirsium neomexicanum A. Gray    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CINEN,CINEN    Cirsium neomexicanum var. neomexicanum    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CINEU,CINEU    Cirsium neomexicanum var. utahense    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIOC2,CIOC2    Cirsium ochrocentrum A. Gray    yellowspine thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIPA,CIPA    Cirsium parryi (A. Gray) Petr.     Parry s thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIPA5,CIPA5    Cirsium pallidum Wooton Standl.    pale thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIPE5,CIPE5    Cirsium perplexans (Rydb.) Petr.    Rocky Mountain thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIPU3,CIPU3    Cirsium pulcherrimum (Rydb.) K. Schum.    Wyoming thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIRSI,CIRSI    Cirsium species    thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CISC2,CISC2    Cirsium scariosum Nutt.    meadow thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CITR4,CITR4    Cirsium tracyi    Tracy s thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIUN,CIUN    Cirsium undulatum (Nutt.) Spreng.    wavyleaf thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIUNT,CIUNT    Cirsium undulatum (Nutt.) Spreng. var. tracyi (Rydb.) S.L. Welsh    Tracy s thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIUT,CIUT    Cirsium utahense    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CIVU,CIVU    Cirsium vulgare (Savi) Ten.    bull thistle,NonWoody,Forb,Annual,Y,Y
PlantsList,CIWA2,CIWA2    Cirsium wallowense    New Mexico thistle,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLCO2,CLCO2    Clematis columbiana (Nutt.) Torr. & A. Gray    rock clematis,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLHI,CLHI    Clematis hirsutissima Pursh     hairy clematis,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLHIH,CLHIH    Clematis hirsutissima Pursh var. hirsutissima    hairy clematis,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLHIS,CLHIS    Clematis hirsutissima Pursh var. scottii (Porter) Erickson    Scott s clematis,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLLA7,CLLA7    Cladothrix lanuginosa    woolly tidestromia,NonWoody,Forb,Annual,Y,Y
PlantsList,CLLI2,CLLI2    Clematis ligusticifolia    western virgin s-bower western white clematis,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLME,CLME    Claytonia megarhiza (A. Gray) Parry ex S. Watson     alpine springbeauty,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLOC2,CLOC2    Clematis occidentalis (Hornem.) DC.    western blue virginsbower,Woody,SubShrub,Perennial,Y,Y
PlantsList,CLOCG,CLOCG    Clematis occidentalis (Hornem.) DC. var. grosseserrata (Rydb.) J. Pringle    western blue virginsbower,Woody,SubShrub,Perennial,Y,Y
PlantsList,CLOR,CLOR    Clematis orientalis L.    Oriental virginsbower,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLPA3,CLPA3    Cleomella palmeriana M.E. Jones    Rocky Mountain stickweed,NonWoody,Forb,Annual,Y,Y
PlantsList,CLSC2,CLSC2    Clematis scottii Porter,NonWoody,Forb,Perennial,Y,Y
PlantsList,CLSE,CLSE    Cleome serrulata Pursh    Rocky Mountain beeplant,NonWoody,Forb,Annual,Y,Y
PlantsList,COAR4,COAR4    Convolvulus arvensis    Field bindweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,COAU2,COAU2    Corydalis aurea Willd.    scrambled eggs,NonWoody,Forb,Annual,Y,Y
PlantsList,COCA2,COCA2    Coldenia canescens    woody crinklemat,Woody,SubShrub,Perennial,Y,Y
PlantsList,COCA5,COCA5    Conyza canadensis (L.) Cronquist    Canadian horseweed,NonWoody,Forb,Annual,Y,Y
