list_name,name,label,Type,GrowthHabitSub,Duration,Foliar,fulllist
PlantsList,N,N     None,None,None,NA,NA,NA
PlantsList,HL,HL     Herbaceous Litter,NonPlant,NonPlant,NA,NA,Y
PlantsList,WL,WL     Woody Litter > 5 mm,NonPlant,NonPlant,NA,NA,Y
PlantsList,NL,NL     Other Litter (plastic metal decaying animal tissue),NonPlant,NonPlant,NA,NA,Y
PlantsList,DS,DS     Deposited soil overlying live plant base,NonPlant,NonPlant,NA,NA,Y
PlantsList,VL,VL     Vagrant Lichen,NonPlant,NonPlant,NA,NA,Y
PlantsList,GR,GR     Gravel overlying plant base,NonPlant,NonPlant,NonPlant,NA,Y
PlantsList,CB,CB     Cobble overlying plant base,NonPlant,NonPlant,NonPlant,NA,Y
PlantsList,ST,ST     Stone overlying plant base,NonPlant,NonPlant,NonPlant,NA,Y
PlantsList,ACHY,ACHY    Achnatherum hymenoides (Roem. & Schult.) Barkworth    Indian ricegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACLE9,ACLE9    Achnatherum lettermanii (Vasey) Barkworth    Letterman s needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACPI2,ACPI2    Achnatherum pinetorum (M.E. Jones) Barkworth    pine needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGCR,AGCR    Agropyron cristatum    crested wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ALDE,ALDE    Alyssum desertorum Stapf    desert madwort,NonWoody,Forb,Annual,Y,Y
PlantsList,AMAL2,AMAL2    Amelanchier alnifolia    Saskatoon serviceberry,Woody,Shrub,Perennial,Y,Y
PlantsList,AMUT,AMUT    Amelanchier utahensis    Utah serviceberry,Woody,Shrub,Perennial,Y,Y
PlantsList,ANSE4,ANSE4    Androsace septentrionalis    northern rock-jasmine pygmyflower rock-jasmine,NonWoody,Forb,Annual,Y,Y
PlantsList,ARFR4,ARFR4    Artemisia frigida    Fringed sagewort,Woody,SubShrub,Perennial,Y,Y
PlantsList,ARNO4,ARNO4    Artemisia nova    black sagebrush,Woody,Shrub,Perennial,Y,Y
PlantsList,ARTRV,ARTRV    Artemisia tridentata ssp. vaseyana    mountain sagebrush mountain big sagebrush,Woody,Shrub,Perennial,Y,Y
PlantsList,ARTRW8,ARTRW8    Artemisia tridentata Nutt. ssp. wyomingensis Beetle & Young    Wyoming big sagebrush,Woody,Shrub,Perennial,Y,Y
PlantsList,ATCO,ATCO    Atriplex confertifolia (Torr. & Frém.) S. Watson    shadscale saltbush,Woody,Shrub,Perennial,Y,Y
PlantsList,BRTE,BRTE    Bromus tectorum    cheatgrass cheatgrass brome,NonWoody,Graminoid,Annual,Y,Y
PlantsList,BOGR2,BOGR2    Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths    blue grama,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,CADU6,CADU6    Carex duriuscula C.A. Mey.    needleleaf sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAGE,CAGE    Carex geophila (bunch)    White Mountain sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAGE2,CAGE2    Carex geyeri Boott    Geyer s sedge,NonWoody,Sedge,Perennial,Y,Y
PlantsList,CAFL7,CAFL7    Castilleja flava S. Watson    yellow Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CAIN14,CAIN14    Castilleja integra A. Gray    wholeleaf Indian paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CALI4,CALI4    Castilleja linariifolia Benth.    Wyoming paintbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,CEMO2,CEMO2    Cercocarpus montanus Raf.    alderleaf mountain mahogany,Woody,Shrub,Perennial,Y,Y
PlantsList,CHDE2,CHDE2    Chrysothamnus depressus Nutt.    longflower rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHGR6,CHGR6    Chrysothamnus greenei (A. Gray) Greene     Greene s rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,CHVI8,CHVI8    Chrysothamnus viscidiflorus    Douglas rabbitbrush green rabbitbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,DEPI,DEPI    Descurainia pinnata    pinnate tansy-mustard western tansy-mustard,NonWoody,Forb,Annual,Y,Y
PlantsList,DESO2,DESO2    Descurainia sophia (L.) Webb ex Prantl    herb sophia,NonWoody,Forb,Annual,Y,Y
PlantsList,ELEL5,ELEL5    Elymus elymoides (Raf.) Swezey    squirreltail,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ELTR7,ELTR7    Elymus trachycaulus (Link) Gould ex Shinners    slender wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ERCA14,ERCA14    Erysimum capitatum    rough wallflower sanddune wallflower,Woody,Shrub,Perennial,Y,Y
PlantsList,EREAE,EREAE    Erigeron eatonii A. Gray var. eatonii    Eaton s fleabane,NonWoody,Forb,Perennial,Y,Y
PlantsList,ERMI4,ERMI4    Eriogonum microthecum Nutt.    slender buckwheat,Woody,SubShrub,Perennial,Y,Y
PlantsList,ERNA10,ERNA10    Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird    rubber rabbitbrush,NonWoody,Forb,Perennial,Y,Y
PlantsList,EROV,EROV    Eriogonum ovalifolium Nutt.    cushion buckwheat,NonWoody,Forb,Perennial,Y,Y
PlantsList,ERUM,ERUM    Eriogonum umbellatum    sulfur buckwheat sulphur wildbuckwheat,NonWoody,Forb,Perennial,Y,Y
PlantsList,FEAR2,FEAR2    Festuca arizonica    Arizona fescue,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,FEID,FEID    Festuca idahoensis    Idaho fescue,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,FESA,FESA    Festuca saximontana    Rocky Mountain fescue (reddish-purple flowers),NonWoody,Graminoid,Perennial,Y,Y
PlantsList,FETH,FETH    Festuca thurberi Vasey    Thurber s fescue,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,GUSA2,GUSA2    Gutierrezia sarothrae    Broom snakeweed,Woody,SubShrub,Perennial,Y,Y
PlantsList,HECO26,HECO26    Hesperostipa comata    needle-and-thread,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,HEVI4,HEVI4    Heterotheca villosa (Pursh) Shinners    hairy false goldenaster,NonWoody,Forb,Perennial,Y,Y
PlantsList,HYRI,HYRI    Hymenoxys richardsonii (Hook.) Cockerell     pingue rubberweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,IPAG,IPAG    Ipomopsis aggregata (Pursh) V.E. Grant    scarlet gilia,NonWoody,Forb,Perennial,Y,Y
PlantsList,IRMI,IRMI    Iris missouriensis    Rocky Mountain iris,NonWoody,Forb,Perennial,Y,Y
PlantsList,JUOS,JUOS    Juniperus osteosperma    Utah juniper,Woody,Tree,Perennial,Y,Y
PlantsList,KOMA,KOMA    Koeleria macrantha    junegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,KRLA2,KRLA2    Krascheninnikovia lanata    Winterfat,Woody,Shrub,Perennial,Y,Y
PlantsList,LILE3,LILE3    Linum lewisii Pursh    Lewis flax,NonWoody,Forb,Perennial,Y,Y
PlantsList,LIPU11,LIPU11    Linanthus pungens (Torr.) J.M. Porter & L.A. Johnson    granite prickly phlox,NonWoody,Forb,Perennial,Y,Y
PlantsList,LUAR3,LUAR3    Lupinus argenteus    silvery lupine,NonWoody,Forb,Perennial,Y,Y
PlantsList,MAGR2,MAGR2    Machaeranthera grindelioides (Nutt.) Shinners    rayless tansyaster,Woody,Shrub,Perennial,Y,Y
PlantsList,OPPO,OPPO    Opuntia polyacantha    Plains pricklypear,Woody,Succulent,Perennial,Y,Y
PlantsList,PASM,PASM    Pascopyrum smithii    western wheatgrass bluestem wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,PESI,PESI    Pediocactus simpsonii    ballhead cactus Simpson hedgehog cactus,Woody,Succulent,Perennial,Y,Y
PlantsList,PHHO,PHHO    Phlox hoodii    Hood s phlox spiny phlox,NonWoody,Forb,Perennial,Y,Y
PlantsList,PHLO2,PHLO2    Phlox longifolia    longleaf phlox,NonWoody,Forb,Perennial,Y,Y
PlantsList,POFE,POFE    Poa fendleriana (Steud.) Vasey    muttongrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,POPR,POPR    Poa pratensis    Kentucky bluegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,POSE,POSE    Poa secunda    Sandberg bluegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,PSSP6,PSSP6    Pseudoroegneria spicata (Pursh) Á. Löve    bluebunch wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,PUTR2,PUTR2    Purshia tridentata (Pursh) DC.    antelope bitterbrush,Woody,Shrub,Perennial,Y,Y
PlantsList,QUGA,QUGA    Quercus gambelii Nutt.    Gambel oak,Woody,Shrub,Perennial,Y,Y
PlantsList,RICE,RICE    Ribes cereum Douglas    wax currant,Woody,Shrub,Perennial,Y,Y
PlantsList,ROWO,ROWO    Rosa woodsii    Woods rose pearhip rose,Woody,Shrub,Perennial,Y,Y
PlantsList,SAVE4,SAVE4    Sarcobatus vermiculatus (Hook.) Torr.    greasewood,Woody,Shrub,Perennial,Y,Y
PlantsList,SPCO,SPCO    Sphaeralcea coccinea    scarlet globe-mallow,NonWoody,Forb,Perennial,Y,Y
PlantsList,SPCR,SPCR    Sporobolus cryptandrus (Torr.) A. Gray    sand dropseed,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,STAC,STAC    Stenotus acaulis (Nutt.) Nutt.    stemless mock goldenweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,STAR10,STAR10    Stenotus armerioides Nutt.    thrift mock goldenweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,SYRO,SYRO    Symphoricarpos rotundifolius    mountain snowberry roundleaf snowberry,Woody,Shrub,Perennial,Y,Y
PlantsList,TAOF,TAOF    Taraxacum officinale F.H. Wigg.    common dandelion,NonWoody,Forb,Perennial,Y,Y
PlantsList,TECA2,TECA2    Tetradymia canescens DC.    spineless horsebrush,Woody,Shrub,Perennial,Y,Y
PlantsList,TRDU,TRDU    Tragopogon dubius Scop.    yellow salsify,NonWoody,Forb,Annual,Y,Y
PlantsList,TRGY,TRGY    Trifolium gymnocarpon Nutt.    hollyleaf clover,NonWoody,Forb,Perennial,Y,Y
PlantsList,ABAR,ABAR    Abronia argillosa S.L. Welsh & Goodrich    clay sand verbena,NonWoody,Forb,Perennial,Y,Y
PlantsList,ABBI3,ABBI3    Abies bifolia A. Murray bis,Woody,Tree,Perennial,Y,Y
PlantsList,ABCO,ABCO    Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.    white fir,Woody,Tree,Perennial,Y,Y
PlantsList,ABEL,ABEL    Abronia elliptica A. Nelson    fragrant white sand verbena,NonWoody,Forb,Perennial,Y,Y
PlantsList,ABFR2,ABFR2    Abronia fragrans Nutt. ex Hook.    snowball sand verbena,NonWoody,Forb,Perennial,Y,Y
PlantsList,ABIES,ABIES    Abies Mill.    fir,Woody,Tree,Perennial,Y,Y
PlantsList,ABLA,ABLA    Abies lasiocarpa (Hook.) Nutt.    subalpine fir,Woody,Tree,Perennial,Y,Y
PlantsList,ABLAA,ABLAA    Abies lasiocarpa (Hook.) Nutt. var. arizonica (Merriam) Lemmon    corkbark fir,Woody,Tree,Perennial,Y,Y
PlantsList,ABLAB,ABLAB    Abies lasiocarpa (Hook.) Nutt. ssp. bifolia (A. Murray bis) Silba,Woody,Tree,Perennial,Y,Y
PlantsList,ABLAB2,ABLAB2    Abies lasiocarpa (Hook.) Nutt. var. bifolia (A. Murray bis) Eckenw.,Woody,Tree,Perennial,Y,Y
PlantsList,ABLAL,ABLAL    Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa    subalpine fir,Woody,Tree,Perennial,Y,Y
PlantsList,ABRON,ABRON    Abronia Juss.    sand verbena,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACAR14,ACAR14    Achnatherum aridum (M.E. Jones) Barkworth    Mormon needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACCO2,ACCO2    Acacia constricta    whitethorn acacia,Woody,Shrub,Perennial,Y,Y
PlantsList,ACCO4,ACCO4    Aconitum columbianum Nutt.    Columbian monkshood,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACGL,ACGL    Acer glabrum Torr.    Rocky Mountain maple,Woody,Tree,Perennial,Y,Y
PlantsList,ACGLG2,ACGLG2    Acer glabrum Torr. var. glabrum    Rocky Mountain maple,Woody,Shrub,Perennial,Y,Y
PlantsList,ACHNA,ACHNA    Achnatherum P. Beauv.    needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACLA5,ACLA5    Achillea millefolium occidentalis    western yarrow,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACLAA2,ACLAA2    Achillea lanulosa Nutt. var. alpicola Rydb.,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACLE8,ACLE8    Achnatherum lemmonii (Vasey) Barkworth    Lemmon's needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACMI2,ACMI2    Achillea millefolium    yarrow,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACMIA,ACMIA    Achillea millefolium L. var. alpicola (Rydb.) Garrett    common yarrow,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACNA2,ACNA2    Acourtia nana    dwarf desertpeony,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACNE2,ACNE2    Acer negundo L.    boxelder,Woody,Tree,Perennial,Y,Y
PlantsList,ACNE4,ACNE4    Acacia neovernicosa    viscid acacia,Woody,Shrub,Perennial,Y,Y
PlantsList,ACNE9,ACNE9    Achnatherum nelsonii (Scribn.) Barkworth    Columbia needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACNEN2,ACNEN2    Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii    Columbia needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACOC3,ACOC3    Achnatherum occidentale (Thurb.) Barkworth    western needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACOCO,ACOCO    Achnatherum occidentale spp. occidentale    Western needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACRE3,ACRE3    Acroptilon repens    Russian knapweed hardheads,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACRI8,ACRI8    Achnatherum richardsonii (Link) Barkworth    Richardson s needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACRO7,ACRO7    Achnatherum robustum (Vasey) Barkworth    sleepygrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACRU2,ACRU2    Actaea rubra (Aiton) Willd.    red baneberry,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACRUA,ACRUA    Actaea rubra (Aiton) Willd. var. arguta (Nutt.) G. Lawson,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACRUA8,ACRUA8    Actaea rubra (Aiton) Willd. ssp. arguta (Nutt.) Hult  n    red baneberry,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACSC11,ACSC11    Achnatherum scribneri (Vasey) Barkworth    Scribner needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACTH7,ACTH7    Achnatherum thurberianum    Thurber’s needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACWE3,ACWE3    Achnatherum webberi (Thurb.) Barkworth    Webber needlegrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ACWR5,ACWR5    Acourtia wrightii    brownfoot,NonWoody,Forb,Perennial,Y,Y
PlantsList,ACWR6,ACWR6    Acanthochiton wrightii    greenstripe,NonWoody,Forb,Annual,Y,Y
PlantsList,ADLE,ADLE    Adenolinum lewisii    blue flax,NonWoody,Forb,Perennial,Y,Y
PlantsList,AECY,AECY    Aegilops cylindrica Host    jointed goatgrass,NonWoody,Graminoid,Annual,Y,Y
PlantsList,AGAI,AGAI    Agrostis airoides    alkali sacaton,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGAR,AGAR    Agropyron arizonicum    Arizona wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGAU2,AGAU2    Agoseris aurantiaca (Hook.) Greene    orange agoseris,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGCR2,AGCR2    Agrostis cryptandra    sand dropseed,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGEX,AGEX    Agrostis exarata Trin.    spike bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGFR,AGFR    Agropyron fragile (Roth) P. Candargy    Siberian wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGGI2,AGGI2    Agrostis gigantea Roth    redtop,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGGID,AGGID    Agrostis gigantea Roth var. dispar (Michx.) Philipson,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGGL,AGGL    Agoseris glauca    false-dandelion pale agoseris,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGGLL,AGGLL    Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley    false agoseris,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGHE2,AGHE2    Agoseris heterophylla    annual agoseris,NonWoody,Forb,Annual,Y,Y
PlantsList,AGHE5,AGHE5    Ageratina herbacea (A. Gray) R.M. King & H. Rob.    fragrant snakeroot,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGHEH,AGHEH    Agoseris heterophylla (Nutt.) Greene var. heterophylla    annual agoseris,NonWoody,Forb,Annual,Y,Y
PlantsList,AGHU,AGHU    Agrostis humilis Vasey    alpine bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGID,AGID    Agrostis idahoensis Nash    Idaho bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGIN2,AGIN2    Agropyron intermedium    Intermediate wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGLE,AGLE    Agave lechuguilla    lechuguilla,Woody,Succulent,Perennial,Y,Y
PlantsList,AGLOP,AGLOP    Agave lophantha var. poselgeri    lechuguilla,Woody,Succulent,Perennial,Y,Y
PlantsList,AGME3,AGME3    Agrostis mertensii Trin.    northern bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGPA14,AGPA14    Agoseris parviflora (Nutt.) Greene    false agoseris,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGPY,AGPY    Agrostis pyramidata    Madagascar dropseed,NonWoody,Graminoid,Annual,Y,Y
PlantsList,AGRE2,AGRE2    Agropyron repens    Quackgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGROP2,AGROP2    Agropyron Gaertn.    wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGRU,AGRU    Agastache rupestris(Greene) Standl.    threadleaf giant hyssop,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGSC5,AGSC5    Agrostis scabra Willd.    rough bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGSM,AGSM    Agropyron smithii    Western wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGSP,AGSP    Agropyron spicatum    Bluebunch wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGSPA,AGSPA    Agropyron spicatum var. arizonicum    Arizona wheatgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGST2,AGST2    Agrostis stolonifera L.    creeping bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,AGUR,AGUR    Agastache urticifolia (Benth.) Kuntze    nettleleaf giant hyssop,NonWoody,Forb,Perennial,Y,Y
PlantsList,AGVA,AGVA    Agrostis variabilis Rydb.    mountain bentgrass,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ALAC,ALAC    Aletes acaulis    mountain caraway,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALAC2,ALAC2    Aletes acaulis(Torr.) J.M. Coult. Rose    stemless Indian parsley,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALAC4,ALAC4    Allium acuminatum Hook.    tapertip onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALAE,ALAE    Alopecurus aequalis    shortawn foxtail,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ALAL3,ALAL3    Alyssum alyssoides (L.) L.    pale madwort,NonWoody,Forb,Annual,Y,Y
PlantsList,ALBR,ALBR    Allium brandegeei S. Watson    Brandegee s onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALCE2,ALCE2    Allium cernuum Roth    nodding onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALGE,ALGE    Allium geyeri S. Watson     Geyer s onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALLE7,ALLE7    Aliciella leptomeria (A. Gray) J.M. Porter    sand gilia,NonWoody,Forb,Annual,Y,Y
PlantsList,ALMA12,ALMA12    Alhagi maurorum Medik.    camelthorn,Woody,Shrub,Perennial,Y,Y
PlantsList,ALMC,ALMC    Aliciella mcvickerae(M.E. Jones) J.M. Porter    Mcvicker's gilia,NonWoody,Forb,Annual,Y,Y
PlantsList,ALMU,ALMU    Alyssum murale Waldst. & Kit.    yellowtuft,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALNE,ALNE    Allium nevadense S. Watson     Nevada onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALPA14,ALPA14    Almutaster pauciflorus (Nutt.)      alkali marsh aster,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALPI2,ALPI2    Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter    sticky gilia,NonWoody,Forb,Annual,Y,Y
PlantsList,ALPR3,ALPR3    Alopecurus pratensis    meadow foxtail,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ALSC,ALSC    Allium schoenoprasum    wild chives,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALSI8,ALSI8    Alyssum simplex Rudolphi    alyssum,NonWoody,Forb,Annual,Y,Y
PlantsList,ALST12,ALST12    Aliciella stenothyrsa (A. Gray) J.M. Porter    Uinta Basin gilia,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALTE,ALTE    Allium textile A. Nelson & J.F. Macbr.    textile onion,NonWoody,Forb,Perennial,Y,Y
PlantsList,ALWR,ALWR    Aloysia wrightii    Wright s beebrush,Woody,Shrub,Perennial,Y,Y
PlantsList,AMAC,AMAC    Amaranthus acanthochiton    greenstripe,NonWoody,Forb,Annual,Y,Y
PlantsList,AMAC2,AMAC2    Ambrosia acanthicarpa Hook.    flatspine bur ragweed,NonWoody,Forb,Annual,Y,Y
PlantsList,AMAL,AMAL    Amaranthus albus L.    prostrate pigweed,NonWoody,Forb,Annual,Y,Y
PlantsList,AMAR2,AMAR2    Ambrosia artemisiifolia L.    annual ragweed,NonWoody,Forb,Annual,Y,Y
PlantsList,AMCH3,AMCH3    Acleisanthes chenopodioides    goosefoot moonpod,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMDI3,AMDI3    Amauria dissecta A. Gray nom. inq.,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMDI5,AMDI5    Amauriopsis dissecta (A. Gray) Rydb.,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMELA,AMELA    Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.    serviceberry,Woody,Shrub,Perennial,Y,Y
PlantsList,AMFI,AMFI    Amaranthus fimbriatus    fringed amaranth,NonWoody,Forb,Annual,Y,Y
PlantsList,AMFIF,AMFIF    Amaranthus fimbriatus var. fimbriatus    fringed amaranth,NonWoody,Forb,Annual,Y,Y
PlantsList,AMLA6,AMLA6    Amerosedum lanceolatum    sedum yellow stonecrop,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMPA,AMPA    Amaranthus palmeri S. Watson    carelessweed,NonWoody,Forb,Annual,Y,Y
PlantsList,AMPO2,AMPO2    Amaranthus powellii S. Watson    Powell s amaranth,NonWoody,Forb,Annual,Y,Y
PlantsList,AMPU5,AMPU5    Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.     dwarf serviceberry,Woody,Shrub,Perennial,Y,Y
PlantsList,AMRE,AMRE    Amaranthus retroflexus L.    redroot amaranth,NonWoody,Forb,Annual,Y,Y
PlantsList,AMTO2,AMTO2    Amsonia tomentosa    woolly bluestar,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMTO3,AMTO3    Ambrosia tomentosa Nutt.    skeletonleaf bur ragweed,NonWoody,Forb,Perennial,Y,Y
PlantsList,AMUTU,AMUTU    Amelanchier utahensis Koehne var. utahensis    Utah serviceberry,Woody,Shrub,Perennial,Y,Y
PlantsList,ANAL4,ANAL4    Antennaria alpina    alpine pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANAN2,ANAN2    Antennaria anaphaloides Rydb.    pearly pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANAR6,ANAR6    Anthemis arvensis L.    corn chamomile,NonWoody,Forb,Annual,Y,Y
PlantsList,ANBA6,ANBA6    Andropogon barbinodis    cane bluestem,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ANBR4,ANBR4    Androstephium breviflorum S. Watson    pink funnel lily,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANCH,ANCH    Androsace chamaejasme Wulfen    sweetflower rockjasmine,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANCHC,ANCHC    Androsace chamaejasme Wulfen ssp. carinata (Torr.) Hult  n    sweetflower rockjasmine,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANCI,ANCI    Andropogon cirratus    Texas bluestem,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ANCO,ANCO    Antennaria corymbosa E.E. Nelson    flat-top pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANCO12,ANCO12    Andropogon contortus    tanglehead,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ANCO2,ANCO2    Anthemis cotula L.    stinking chamomile,NonWoody,Forb,Annual,Y,Y
PlantsList,ANCY,ANCY    Anemone cylindrica A. Gray    candle anemone,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANDI2,ANDI2    Antennaria dimorpha (Nutt.) Torr. & A. Gray    low pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANFI,ANFI    Androsace filiformis Retz.    filiform rockjasmine,NonWoody,Forb,Annual,Y,Y
PlantsList,ANGE,ANGE    Andropogon gerardii Vitman    big bluestem,NonWoody,Graminoid,Perennial,Y,Y
PlantsList,ANGR3,ANGR3    Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose    Gray s angelica,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANHO,ANHO    Antennaria howellii Greene    Howell s pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANMA,ANMA    Anaphalis margaritacea (L.) Benth.    western pearlyeverlasting,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANMA5,ANMA5    Antennaria marginata Greene    whitemargin pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANME2,ANME2    Antennaria media Greene    Rocky Mountain pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANMI3,ANMI3    Antennaria microphylla Rydb.    littleleaf pussytoes,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANMU,ANMU    Anemone multifida Poir.    Pacific anemone,NonWoody,Forb,Perennial,Y,Y
PlantsList,ANOC2,ANOC2    Androsace occidentalis Pursh    western rockjasmine,NonWoody,Forb,Annual,Y,Y
