"Accepted Symbol","Synonym Symbol","Scientific Name","Family","Duration","Growth Habit","Native Status"
"STPIP","","Stanleya pinnata var. pinnata","Brassicaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"STVI","","Stanleya viridiflora","Brassicaceae","Perennial","Forb/herb","L48(N)"
"STELL","","Stellaria","Caryophyllaceae","","","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)"
"STBO3","","Stellaria borealis","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"STBOB","","Stellaria borealis ssp. borealis","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"STCA","","Stellaria calycantha","Caryophyllaceae","Annual, Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STCR","","Stellaria crassifolia","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STCRC","","Stellaria crassifolia var. crassifolia","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STGR","","Stellaria graminea","Caryophyllaceae","Perennial","Forb/herb","L48(I)CAN(I)SPM(I)"
"STIR","","Stellaria irrigua","Caryophyllaceae","Perennial","Forb/herb","L48(N)"
"STLO","","Stellaria longifolia","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"STLOL","","Stellaria longifolia var. longifolia","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)"
"STLO2","","Stellaria longipes","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"STLOL7","","Stellaria longipes ssp. longipes","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"STME2","","Stellaria media","Caryophyllaceae","Annual, Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"STMEM","","Stellaria media ssp. media","Caryophyllaceae","Perennial, AN","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)"
"STOB","","Stellaria obtusa","Caryophyllaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"STUM","","Stellaria umbellata","Caryophyllaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STENA3","","Stenaria","Rubiaceae","","","L48(N)"
"STNI6","","Stenaria nigricans","Rubiaceae","Perennial","Forb/herb, Subshrub","L48(N)"
"STNIN","","Stenaria nigricans var. nigricans","Rubiaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STENO5","","Stenogonum","Polygonaceae","","","L48(N)"
"STFL2","","Stenogonum flexum","Polygonaceae","Annual","Forb/herb","L48(N)"
"STSA3","","Stenogonum salsuginosum","Polygonaceae","Annual","Forb/herb","L48(N)"
"STENO2","","Stenosiphon","Onagraceae","","","L48(N)"
"STLI2","","Stenosiphon linifolius","Onagraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STENO7","","Stenotus","Asteraceae","","","L48(N)CAN(N)"
"STAC","","Stenotus acaulis","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STAR10","","Stenotus armerioides","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"STARA","","Stenotus armerioides var. armerioides","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)"
"STEPH","","Stephanomeria","Asteraceae","","","L48(N)CAN(N)"
"STEX","","Stephanomeria exigua","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"STEXE","","Stephanomeria exigua ssp. exigua","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"STMI13","","Stephanomeria minor","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"STMIM","","Stephanomeria minor var. minor","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"STPA4","","Stephanomeria pauciflora","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"STRU3","","Stephanomeria runcinata","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)CAN(N)"
"STILL","","Stillingia","Euphorbiaceae","","","L48(N)"
"STSY","","Stillingia sylvatica","Euphorbiaceae","Perennial","Forb/herb","L48(N)"
"STSYS2","","Stillingia sylvatica ssp. sylvatica","Euphorbiaceae","Perennial","Forb/herb","L48(N)"
"STREP","","Streptanthella","Brassicaceae","","","L48(N)"
"STLO4","","Streptanthella longirostris","Brassicaceae","Annual, Biennial","Forb/herb","L48(N)"
"STREP2","","Streptanthus","Brassicaceae","","","L48(N)"
"STCO6","","Streptanthus cordatus","Brassicaceae","Perennial, Biennial","Subshrub, Forb/herb","L48(N)"
"STCOC","","Streptanthus cordatus var. cordatus","Brassicaceae","Biennial, Perennial","Subshrub, Forb/herb","L48(N)"
"STREP3","","Streptopus","Liliaceae","","","L48(I,N)CAN(N)GL(N)SPM(N)"
"STAM2","","Streptopus amplexifolius","Liliaceae","Perennial","Forb/herb","L48(I,N)AK(NI)CAN(N)GL(N)SPM(N)"
"STAMC","","Streptopus amplexifolius var. chalazatus","Liliaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"STROP","","Strophostyles","Fabaceae","","","L48(N)CAN(N)"
"STLE6","","Strophostyles leiosperma","Fabaceae","Annual","Vine, Forb/herb","L48(N)"
"STUCK","","Stuckenia","Potamogetonaceae","","","L48(N)CAN(N)GL(N)SPM(N)"
"STFI6","","Stuckenia filiformis","Potamogetonaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"STFIA2","","Stuckenia filiformis ssp. alpina","Potamogetonaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"STFIO","","Stuckenia filiformis ssp. occidentalis","Potamogetonaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"STPE15","","Stuckenia pectinata","Potamogetonaceae","Perennial","Forb/herb","L48(N)AK(N)HI(I)CAN(N)SPM(N)"
"STST20","","Stuckenia striata","Potamogetonaceae","Perennial","Forb/herb","L48(N)"
"STVA8","","Stuckenia vaginata","Potamogetonaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SUAED","","Suaeda","Chenopodiaceae","","","L48(I,N)CAN(N)"
"SUCA2","","Suaeda calceoliformis","Chenopodiaceae","Annual, Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)"
"SUMO","","Suaeda moquinii","Chenopodiaceae","Perennial","Shrub, Forb/herb, Subshrub","L48(N)CAN(N)"
"SUBUL","","Subularia","Brassicaceae","","","L48(N)CAN(N)GL(N)"
"SUAQ","","Subularia aquatica","Brassicaceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"SUAQA2","","Subularia aquatica var. americana","Brassicaceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"SUCKL","","Suckleya","Chenopodiaceae","","","L48(N)CAN(N)"
"SUSU2","","Suckleya suckleyana","Chenopodiaceae","Annual","Forb/herb","L48(N)CAN(N)"
"SULLI","","Sullivantia","Saxifragaceae","","","L48(N)"
"SUHA","","Sullivantia hapemanii","Saxifragaceae","Perennial","Forb/herb","L48(N)"
"SUHAP","","Sullivantia hapemanii var. purpusii","Saxifragaceae","Perennial","Forb/herb","L48(N)"
"SWERT","","Swertia","Gentianaceae","","","L48(N)CAN(N)"
"SWPE","","Swertia perennis","Gentianaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SYMPH","","Symphoricarpos","Caprifoliaceae","","","L48(N)CAN(I,N)"
"SYAL","","Symphoricarpos albus","Caprifoliaceae","Perennial","Subshrub, Shrub","L48(N)AK(N)CAN(N)"
"SYALA","","Symphoricarpos albus var. albus","Caprifoliaceae","Perennial","Shrub, Subshrub","L48(N)AK(N)CAN(N)"
"SYALL","","Symphoricarpos albus var. laevigatus","Caprifoliaceae","Perennial","Subshrub, Shrub","L48(N)AK(N)CAN(N)"
"SYLO","","Symphoricarpos longiflorus","Caprifoliaceae","Perennial","Shrub","L48(N)"
"SYOC","","Symphoricarpos occidentalis","Caprifoliaceae","Perennial","Shrub","L48(N)CAN(N)"
"SYOR2","","Symphoricarpos oreophilus","Caprifoliaceae","Perennial","Shrub","L48(N)CAN(N)"
"SYORO","","Symphoricarpos oreophilus var. oreophilus","Caprifoliaceae","Perennial","Shrub","L48(N)"
"SYORU","","Symphoricarpos oreophilus var. utahensis","Caprifoliaceae","Perennial","Shrub","L48(N)CAN(N)"
"SYPA","","Symphoricarpos palmeri","Caprifoliaceae","Perennial","Shrub","L48(N)"
"SYRO","","Symphoricarpos rotundifolius","Caprifoliaceae","Perennial","Shrub","L48(N)"
"SYROR","","Symphoricarpos rotundifolius var. rotundifolius","Caprifoliaceae","Perennial","Shrub","L48(N)"
"SYMPH4","","Symphyotrichum","Asteraceae","","","L48(N)CAN(I,N)SPM(N)"
"SYAM3","","Symphyotrichum ×amethystinum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYAS3","","Symphyotrichum ascendens","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYBO2","","Symphyotrichum boreale","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SYCA3","","Symphyotrichum campestre","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYCAC","","Symphyotrichum campestre var. campestre","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYCI2","","Symphyotrichum ciliatum","Asteraceae","Annual","Forb/herb","L48(N)AK(N)CAN(N)"
"SYEA2","","Symphyotrichum eatonii","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYER","","Symphyotrichum ericoides","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYERE","","Symphyotrichum ericoides var. ericoides","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYERP2","","Symphyotrichum ericoides var. pansum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYERS","","Symphyotrichum ericoides var. stricticaule","Asteraceae","Perennial","Forb/herb","L48(N)"
"SYFA","","Symphyotrichum falcatum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SYFAC","","Symphyotrichum falcatum var. commutatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYFAF","","Symphyotrichum falcatum var. falcatum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SYFE","","Symphyotrichum fendleri","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"SYFO2","","Symphyotrichum foliaceum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"SYFOA","","Symphyotrichum foliaceum var. apricum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYFOC","","Symphyotrichum foliaceum var. canbyi","Asteraceae","Perennial","Forb/herb","L48(N)"
"SYFOP","","Symphyotrichum foliaceum var. parryi","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYFR2","","Symphyotrichum frondosum","Asteraceae","Annual","Forb/herb","L48(N)CAN(N)"
"SYLA3","","Symphyotrichum laeve","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYLAG","","Symphyotrichum laeve var. geyeri","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYLA6","","Symphyotrichum lanceolatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYLAH","","Symphyotrichum lanceolatum ssp. hesperium","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYLAH6","","Symphyotrichum lanceolatum ssp. hesperium var. hesperium","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYNO2","","Symphyotrichum novae-angliae","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYOB","","Symphyotrichum oblongifolium","Asteraceae","Perennial","Forb/herb","L48(N)"
"SYPO4","","Symphyotrichum porteri","Asteraceae","Perennial","Forb/herb","L48(N)"
"SYPR5","","Symphyotrichum praealtum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYPRP","","Symphyotrichum praealtum var. praealtum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYSP","","Symphyotrichum spathulatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYSPS","","Symphyotrichum spathulatum var. spathulatum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"SYMPH2","","Symphytum","Boraginaceae","","","L48(I)CAN(I,N)SPM(I)"
"SYOF","","Symphytum officinale","Boraginaceae","Perennial","Forb/herb","L48(I)CAN(I)SPM(I)"
"SYRIN","","Syringa","Oleaceae","","","L48(I)CAN(I)"
"SYVU","","Syringa vulgaris","Oleaceae","Perennial","Shrub","L48(I)CAN(I)"
"TAMAR2","","Tamarix","Tamaricaceae","","","L48(I)"
"TACH2","","Tamarix chinensis","Tamaricaceae","Perennial","Tree, Shrub","L48(I)"
"TAPA4","","Tamarix parviflora","Tamaricaceae","Perennial","Shrub, Tree","L48(I)"
"TARA","","Tamarix ramosissima","Tamaricaceae","Perennial","Tree, Shrub","L48(I)"
"TANAC","","Tanacetum","Asteraceae","","","L48(I,N)CAN(I,N)SPM(I)"
"TABA","","Tanacetum balsamita","Asteraceae","Perennial","Forb/herb","L48(I)CAN(I)"
"TACO6","","Tanacetum coccineum","Asteraceae","Perennial","Forb/herb","L48(I)"
"TAPA6","","Tanacetum parthenium","Asteraceae","Perennial","Forb/herb","L48(I)HI(I)CAN(I)"
"TAVU","","Tanacetum vulgare","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)SPM(I)"
"TARAX","","Taraxacum","Asteraceae","","","L48(I,N)CAN(I,N)GL(I,N)SPM(I)"
"TAER2","","Taraxacum eriophorum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)"
"TALA2","","Taraxacum laevigatum","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"TALY","","Taraxacum lyratum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"TAOF","","Taraxacum officinale","Asteraceae","Perennial","Forb/herb","L48(I,N)AK(NI)HI(I)PR(I)CAN(NI)GL(I,N)SPM(I)"
"TAOFC","","Taraxacum officinale ssp. ceratophorum","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"TAOFO","","Taraxacum officinale ssp. officinale","Asteraceae","Perennial","Forb/herb","L48(I)AK(I)HI(I)PR(I)CAN(I)GL(I)SPM(I)"
"TELES2","","Telesonix","Saxifragaceae","","","L48(N)CAN(N)"
"TEJA","","Telesonix jamesii","Saxifragaceae","Perennial","Forb/herb","L48(N)"
"TETRA3","","Tetradymia","Asteraceae","","","L48(N)CAN(N)"
"TECA2","","Tetradymia canescens","Asteraceae","Perennial","Subshrub, Shrub","L48(N)CAN(N)"
"TENU2","","Tetradymia nuttallii","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"TESP2","","Tetradymia spinosa","Asteraceae","Perennial","Subshrub, Shrub","L48(N)"
"TETRA17","","Tetraneuris","Asteraceae","","","L48(N)CAN(N)"
"TEAC","","Tetraneuris acaulis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TEACA2","","Tetraneuris acaulis var. acaulis","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TEACA","","Tetraneuris acaulis var. arizonica","Asteraceae","Perennial","Forb/herb","L48(N)"
"TEACC","","Tetraneuris acaulis var. caespitosa","Asteraceae","Perennial","Forb/herb","L48(N)"
"TEACE","","Tetraneuris acaulis var. epunctata","Asteraceae","Perennial","Forb/herb","L48(N)"
"TEBR","","Tetraneuris brandegeei","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"TEGR3","","Tetraneuris grandiflora","Asteraceae","Perennial","Forb/herb","L48(N)"
"TEIV","","Tetraneuris ivesiana","Asteraceae","Perennial","Forb/herb","L48(N)"
"TESC2","","Tetraneuris scaposa","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"TESCL","","Tetraneuris scaposa var. linearis","Asteraceae","Perennial","Forb/herb, Subshrub","L48(N)"
"TESCS","","Tetraneuris scaposa var. scaposa","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"TETO","","Tetraneuris torreyana","Asteraceae","Perennial","Forb/herb","L48(N)"
"TEUCR","","Teucrium","Lamiaceae","","","L48(I,N)CAN(I,N)"
"TECA3","","Teucrium canadense","Lamiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TECAO","","Teucrium canadense var. occidentale","Lamiaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TELA","","Teucrium laciniatum","Lamiaceae","Perennial","Forb/herb","L48(N)"
"THALI2","","Thalictrum","Ranunculaceae","","","L48(I,N)CAN(I,N)GL(N)SPM(N)"
"THAL","","Thalictrum alpinum","Ranunculaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"THDA","","Thalictrum dasycarpum","Ranunculaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"THFE","","Thalictrum fendleri","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"THFEF","","Thalictrum fendleri var. fendleri","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"THHE2","","Thalictrum heliophilum","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"THOC","","Thalictrum occidentale","Ranunculaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"THOCO2","","Thalictrum occidentale var. occidentale","Ranunculaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"THRE","","Thalictrum revolutum","Ranunculaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"THSP","","Thalictrum sparsiflorum","Ranunculaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"THSPS","","Thalictrum sparsiflorum var. saximontanum","Ranunculaceae","Perennial","Forb/herb","L48(N)"
"THVE","","Thalictrum venulosum","Ranunculaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"THAMN","","Thamnosma","Rutaceae","","","L48(N)"
"THTE2","","Thamnosma texana","Rutaceae","Perennial","Subshrub, Forb/herb","L48(N)"
"THELE","","Thelesperma","Asteraceae","","","L48(N)CAN(N)"
"THAM4","","Thelesperma ambiguum","Asteraceae","Perennial","Forb/herb","L48(N)"
"THFI","","Thelesperma filifolium","Asteraceae","Annual, Perennial","Forb/herb","L48(N)"
"THFII","","Thelesperma filifolium var. intermedium","Asteraceae","Annual, Perennial","Forb/herb","L48(N)"
"THME","","Thelesperma megapotamicum","Asteraceae","Perennial","Forb/herb","L48(N)"
"THSU","","Thelesperma subnudum","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"THSUS","","Thelesperma subnudum var. subnudum","Asteraceae","Perennial","Forb/herb","L48(N)"
"THELL2","","Thellungiella","Brassicaceae","","","L48(N)CAN(N)"
"THSA","","Thellungiella salsuginea","Brassicaceae","Annual, Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"THELY3","","Thelypodiopsis","Brassicaceae","","","L48(N)"
"THAU3","","Thelypodiopsis aurea","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"THEL","","Thelypodiopsis elegans","Brassicaceae","Annual, Biennial","Forb/herb","L48(N)"
"THJU","","Thelypodiopsis juniperorum","Brassicaceae","Annual","Forb/herb","L48(N)"
"THELY","","Thelypodium","Brassicaceae","","","L48(N)CAN(N)"
"THIN","","Thelypodium integrifolium","Brassicaceae","Biennial","Forb/herb","L48(N)"
"THING2","","Thelypodium integrifolium ssp. gracilipes","Brassicaceae","Biennial","Forb/herb","L48(N)"
"THINI","","Thelypodium integrifolium ssp. integrifolium","Brassicaceae","Biennial","Forb/herb","L48(N)"
"THLA4","","Thelypodium laxiflorum","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"THPA6","","Thelypodium paniculatum","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"THSA2","","Thelypodium sagittatum","Brassicaceae","Perennial, Biennial","Forb/herb","L48(N)"
"THSAS","","Thelypodium sagittatum ssp. sagittatum","Brassicaceae","Perennial, Biennial","Forb/herb","L48(N)"
"THWR","","Thelypodium wrightii","Brassicaceae","Biennial, Perennial","Forb/herb","L48(N)"
"THWRO","","Thelypodium wrightii ssp. oklahomense","Brassicaceae","Perennial, Biennial","Forb/herb","L48(N)"
"THERM","","Thermopsis","Fabaceae","","","L48(N)CAN(I,N)"
"THDI4","","Thermopsis divaricarpa","Fabaceae","Perennial","Forb/herb","L48(N)"
"THMO6","","Thermopsis montana","Fabaceae","Perennial","Forb/herb","L48(N)"
"THMOM3","","Thermopsis montana var. montana","Fabaceae","Perennial","Forb/herb","L48(N)"
"THRH","","Thermopsis rhombifolia","Fabaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"THINO","","Thinopyrum","Poaceae","","","L48(I,N)CAN(I)"
"THIN6","","Thinopyrum intermedium","Poaceae","Perennial","Graminoid","L48(I)CAN(I)"
"THPO7","","Thinopyrum ponticum","Poaceae","Perennial","Graminoid","L48(I)CAN(I)"
"THLAS","","Thlaspi","Brassicaceae","","","L48(I)CAN(I)GL(I)SPM(I)"
"THAR5","","Thlaspi arvense","Brassicaceae","Annual","Forb/herb","L48(I)AK(I)CAN(I)GL(I)SPM(I)"
"THYMO","","Thymophylla","Asteraceae","","","L48(N)"
"THAU4","","Thymophylla aurea","Asteraceae","Annual","Forb/herb","L48(N)"
"THAUA","","Thymophylla aurea var. aurea","Asteraceae","Annual","Forb/herb","L48(N)"
"THYSA","","Thysanocarpus","Brassicaceae","","","L48(N)CAN(N)"
"THCU","","Thysanocarpus curvipes","Brassicaceae","Annual","Forb/herb","L48(N)CAN(N)"
"TIDES","","Tidestromia","Amaranthaceae","","","L48(N)"
"TILA2","","Tidestromia lanuginosa","Amaranthaceae","Annual","Forb/herb","L48(N)"
"TIQUI","","Tiquilia","Boraginaceae","","","L48(N)"
"TINU2","","Tiquilia nuttallii","Boraginaceae","Annual","Forb/herb","L48(N)"
"TONES","","Tonestus","Asteraceae","","","L48(N)CAN(N)"
"TOLY","","Tonestus lyallii","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TOMI","","Tonestus microcephalus","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)"
"TOPY","","Tonestus pygmaeus","Asteraceae","Perennial","Forb/herb","L48(N)"
"TORRE2","","Torreyochloa","Poaceae","","","L48(N)CAN(N)"
"TOPA6","","Torreyochloa pallida","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"TOPAP3","","Torreyochloa pallida var. pauciflora","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)"
"TOWNS","","Townsendia","Asteraceae","","","L48(N)CAN(N)"
"TOAL","","Townsendia alpigena","Asteraceae","Perennial","Forb/herb","L48(N)"
"TOALA","","Townsendia alpigena var. alpigena","Asteraceae","Perennial","Forb/herb","L48(N)"
"TOAN","","Townsendia annua","Asteraceae","Annual","Forb/herb","L48(N)"
"TOCO2","","Townsendia condensata","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"TOCOC","","Townsendia condensata var. condensata","Asteraceae","Biennial, Perennial","Forb/herb","L48(N)CAN(N)"
"TOEX","","Townsendia eximia","Asteraceae","Perennial","Forb/herb","L48(N)"
"TOEX2","","Townsendia exscapa","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TOFE","","Townsendia fendleri","Asteraceae","Annual","Forb/herb","L48(N)"
"TOGL4","","Townsendia glabella","Asteraceae","Perennial","Forb/herb","L48(N)"
"TOGR","","Townsendia grandiflora","Asteraceae","Biennial","Forb/herb","L48(N)"
"TOHO","","Townsendia hookeri","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)"
"TOIN","","Townsendia incana","Asteraceae","Annual, Biennial, Perennial","Forb/herb","L48(N)"
"TOLE","","Townsendia leptotes","Asteraceae","Perennial","Forb/herb","L48(N)"
"TORO","","Townsendia rothrockii","Asteraceae","Perennial","Forb/herb","L48(N)"
"TOST","","Townsendia strigosa","Asteraceae","Biennial, AN","Forb/herb","L48(N)"
"TOXIC","","Toxicodendron","Anacardiaceae","","","L48(N)CAN(N)"
"TORY","","Toxicodendron rydbergii","Anacardiaceae","Perennial","Shrub, Forb/herb, Vine","L48(N)CAN(N)"
"TRADE","","Tradescantia","Commelinaceae","","","L48(I,N)CAN(I,N)"
"TROC","","Tradescantia occidentalis","Commelinaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TROCO","","Tradescantia occidentalis var. occidentalis","Commelinaceae","Perennial","Forb/herb","L48(N)CAN(N)"
"TROCS","","Tradescantia occidentalis var. scopulorum","Commelinaceae","Perennial","Forb/herb","L48(N)"
"TRAGI","","Tragia","Euphorbiaceae","","","L48(N)"
"TRRA5","","Tragia ramosa","Euphorbiaceae","Perennial","Shrub, Subshrub, Vine","L48(N)"
"TRAGO","","Tragopogon","Asteraceae","","","L48(I,N)CAN(I)"
"TRDU","","Tragopogon dubius","Asteraceae","Annual, Biennial","Forb/herb","L48(I)AK(I)CAN(I)"
"TRPO","","Tragopogon porrifolius","Asteraceae","Biennial","Forb/herb","L48(I)HI(I)CAN(I)"
