"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Family"
"TRHY","TRHYE8","TRHYE8","Trifolium hybridum ssp. elegans","",""
"TRHY","TRHYP8","TRHYP8","Trifolium hybridum var. pratense","",""
"TRKI","","TRKI","Trifolium kingii","King's clover","Fabaceae"
"TRKIK","","TRKIK","Trifolium kingii ssp. kingii","King's clover","Fabaceae"
"TRLO","","TRLO","Trifolium longipes","longstalk clover","Fabaceae"
"TRLOP2","","TRLOP2","Trifolium longipes ssp. pygmaeum","pygmy clover","Fabaceae"
"TRLOP2","TRLOB","TRLOB","Trifolium longipes var. brachypus","",""
"TRLOP2","TRLOP4","TRLOP4","Trifolium longipes var. pygmaeum","",""
"TRLOP2","TRLOR4","TRLOR4","Trifolium longipes var. rusbyi","",""
"TRLOP2","TRRU5","TRRU5","Trifolium rusbyi","",""
"TRLOR3","","TRLOR3","Trifolium longipes ssp. reflexum","droopflower clover","Fabaceae"
"TRLOR3","TRLOR","TRLOR","Trifolium longipes var. reflexum","",""
"TRLOR3","TRORR","TRORR","Trifolium oreganum var. rydbergii","",""
"TRLOR3","TRRUR","TRRUR","Trifolium rusbyi ssp. reflexum","",""
"TRLOR3","TRRY80","TRRY80","Trifolium rydbergii","",""
"TRMU3","","TRMU3","Trifolium mucronatum","cusp clover","Fabaceae"
"TRMUL","","TRMUL","Trifolium mucronatum ssp. lacerum","spinytooth clover","Fabaceae"
"TRMUL","TRAR7","TRAR7","Trifolium arizonicum","",""
"TRMUL","TRINA2","TRINA2","Trifolium involucratum var. arizonicum","",""
"TRMUL","TRLA20","TRLA20","Trifolium lacerum","",""
"TRMUL","TRMUA","TRMUA","Trifolium mucronatum var. arizonicum","",""
"TRMUL","TROX","TROX","Trifolium oxydon","",""
"TRMUL","TRWOA","TRWOA","Trifolium wormskioldii var. arizonicum","",""
"TRNA2","","TRNA2","Trifolium nanum","dwarf clover","Fabaceae"
"TRPA5","","TRPA5","Trifolium parryi","Parry's clover","Fabaceae"
"TRPAP","","TRPAP","Trifolium parryi ssp. parryi","Parry's clover","Fabaceae"
"TRPAS","","TRPAS","Trifolium parryi ssp. salictorum","Parry's clover","Fabaceae"
"TRPAS","TRSA6","TRSA6","Trifolium salictorum","",""
"TRPR2","","TRPR2","Trifolium pratense","red clover","Fabaceae"
"TRPR2","TRPRF","TRPRF","Trifolium pratense var. frigidum","",""
"TRPR2","TRPRS","TRPRS","Trifolium pratense var. sativum","",""
"TRRE3","","TRRE3","Trifolium repens","white clover","Fabaceae"
"TRRE3","TRREA","TRREA","Trifolium repens var. atropurpureum","",""
"TRWO","","TRWO","Trifolium wormskioldii","cows clover","Fabaceae"
"TRWO","LUWO2","LUWO2","Lupinaster wormskioldii","",""
"TRWO","TRFE2","TRFE2","Trifolium fendleri","",""
"TRWO","TRFI2","TRFI2","Trifolium fimbriatum","",""
"TRWO","TRHE3","TRHE3","Trifolium heterodon","",""
"TRWO","TRINF","TRINF","Trifolium involucratum var. fendleri","",""
"TRWO","TRINF2","TRINF2","Trifolium involucratum var. fimbriatum","",""
"TRWO","TRINH","TRINH","Trifolium involucratum var. heterodon","",""
"TRWO","TRINK","TRINK","Trifolium involucratum var. kennedianum","",""
"TRWO","TRKE","TRKE","Trifolium kennedianum","",""
"TRWO","TRSP6","TRSP6","Trifolium spinulosum","",""
"TRWO","TRWIF","TRWIF","Trifolium willdenovii var. fimbriatum","",""
"TRWO","TRWIK","TRWIK","Trifolium willdenovii var. kennedianum","",""
"TRWO","TRWOF","TRWOF","Trifolium wormskioldii var. fimbriatum","",""
"TRWO","TRWOK","TRWOK","Trifolium wormskioldii var. kennedianum","",""
"TRIGL","","TRIGL","Triglochin","arrowgrass","Juncaginaceae"
"TRMA20","","TRMA20","Triglochin maritima","seaside arrowgrass","Juncaginaceae"
"TRMA20","TREL14","TREL14","Triglochin elata","",""
"TRMA20","TREL8","TREL8","Triglochin elatum","",""
"TRMA20","TRMA4","TRMA4","Triglochin maritimum","",""
"TRMA20","TRMAE","TRMAE","Triglochin maritimum var. elatum","",""
"TRMA20","TRMAE2","TRMAE2","Triglochin maritima var. elata","",""
"TRPA28","","TRPA28","Triglochin palustris","marsh arrowgrass","Juncaginaceae"
"TRPA28","TRPA6","TRPA6","Triglochin palustre","",""
"TRILL","","TRILL","Trillium","trillium","Liliaceae"
"TRILL","PSEUD13","PSEUD13","Pseudotrillium","",""
"TROV2","","TROV2","Trillium ovatum","Pacific trillium","Liliaceae"
"TROVO2","","TROVO2","Trillium ovatum ssp. ovatum","Pacific trillium","Liliaceae"
"TRIOD","","TRIOD","Triodanis","Venus' looking-glass","Campanulaceae"
"TRHO2","","TRHO2","Triodanis holzingeri","Holzinger's Venus' looking-glass","Campanulaceae"
"TRHO2","SPHO","SPHO","Specularia holzingeri","",""
"TRLE3","","TRLE3","Triodanis leptocarpa","slimpod Venus' looking-glass","Campanulaceae"
"TRLE3","SPLE2","SPLE2","Specularia leptocarpa","",""
"TRPE4","","TRPE4","Triodanis perfoliata","clasping Venus' looking-glass","Campanulaceae"
"TRPE4","LEPE5","LEPE5","Legousia perfoliata","",""
"TRPE4","SPPE5","SPPE5","Specularia perfoliata","",""
"TRPE4","TRPEP","TRPEP","Triodanis perfoliata var. perfoliata","",""
"TRIPL2","","TRIPL2","Triplasis","sandgrass","Poaceae"
"TRPU4","","TRPU4","Triplasis purpurea","purple sandgrass","Poaceae"
"TRPU4","TRIN7","TRIN7","Triplasis intermedia","",""
"TRIPL4","","TRIPL4","Tripleurospermum","mayweed","Asteraceae"
"TRPE21","","TRPE21","Tripleurospermum perforatum","scentless false mayweed","Asteraceae"
"TRPE21","CHIN7","CHIN7","Chamomilla inodora","",""
"TRPE21","MAIN12","MAIN12","Matricaria inodora","",""
"TRPE21","MAMAA","MAMAA","Matricaria maritima var. agrestis","",""
"TRPE21","MAMAI","MAMAI","Matricaria maritima ssp. inodora","",""
"TRPE21","MAPE2","MAPE2","Matricaria perforata","",""
"TRPE21","TRIN11","TRIN11","Tripleurospermum inodorum","",""
"TRIPT","","TRIPT","Tripterocalyx","sandpuffs","Nyctaginaceae"
"TRCA34","","TRCA34","Tripterocalyx carneus","winged sandpuffs","Nyctaginaceae"
"TRCA34","TRCA13","TRCA13","Tripterocalyx carnea","",""
"TRCAW2","","TRCAW2","Tripterocalyx carneus var. wootonii","Wooton's sandpuffs","Nyctaginaceae"
"TRCAW2","TRCAW","TRCAW","Tripterocalyx carnea var. wootonii","",""
"TRCAW2","TRWO4","TRWO4","Tripterocalyx wootonii","",""
"TRMI6","","TRMI6","Tripterocalyx micranthus","smallflower sandverbena","Nyctaginaceae"
"TRMI6","ABCY2","ABCY2","Abronia cycloptera","",""
"TRMI6","ABMI3","ABMI3","Abronia micrantha","",""
"TRMI6","ABMIP","ABMIP","Abronia micrantha var. pedunculata","",""
"TRMI6","TRCY4","TRCY4","Tripterocalyx cyclopterus","",""
"TRMI6","TRPE17","TRPE17","Tripterocalyx pedunculatus","",""
"TRISE","","TRISE","Trisetum","oatgrass","Poaceae"
"TRIN5","","TRIN5","Trisetum interruptum","prairie false oat","Poaceae"
"TRSP2","","TRSP2","Trisetum spicatum","spike trisetum","Poaceae"
"TRSP2","AISP","AISP","Aira spicata","",""
"TRSP2","TRMO21","TRMO21","Trisetum molle","",""
"TRSP2","TRMO5","TRMO5","Trisetum montanum","",""
"TRSP2","TRMOS","TRMOS","Trisetum montanum var. shearii","",""
"TRSP2","TRSPA","TRSPA","Trisetum spicatum ssp. alaskanum","",""
"TRSP2","TRSPA2","TRSPA2","Trisetum spicatum var. alaskanum","",""
"TRSP2","TRSPC","TRSPC","Trisetum spicatum ssp. congdonii","",""
"TRSP2","TRSPC2","TRSPC2","Trisetum spicatum var. congdonii","",""
"TRSP2","TRSPM","TRSPM","Trisetum spicatum var. maidenii","",""
"TRSP2","TRSPM2","TRSPM2","Trisetum spicatum ssp. majus","",""
"TRSP2","TRSPM3","TRSPM3","Trisetum spicatum ssp. molle","",""
"TRSP2","TRSPM4","TRSPM4","Trisetum spicatum ssp. montanum","",""
"TRSP2","TRSPM5","TRSPM5","Trisetum spicatum var. majus","",""
"TRSP2","TRSPM6","TRSPM6","Trisetum spicatum var. molle","",""
"TRSP2","TRSPP","TRSPP","Trisetum spicatum var. pilosiglume","",""
"TRSP2","TRSPP4","TRSPP4","Trisetum spicatum ssp. pilosiglume","",""
"TRSP2","TRSPS2","TRSPS2","Trisetum spicatum var. spicatiforme","",""
"TRSP2","TRSPV","TRSPV","Trisetum spicatum var. villosissimum","",""
"TRSP2","TRSU9","TRSU9","Trisetum subspicatum","",""
"TRSP2","TRTR4","TRTR4","Trisetum triflorum","",""
"TRSP2","TRTRM","TRTRM","Trisetum triflorum ssp. molle","",""
"TRSP2","TRVI10","TRVI10","Trisetum villosissimum","",""
"TRWO3","","TRWO3","Trisetum wolfii","Wolf's trisetum","Poaceae"
"TRWO3","GRWO","GRWO","Graphephorum wolfii","",""
"TRWO3","TRBR17","TRBR17","Trisetum brandegei","",""
"TRITE","","TRITE","Triteleia","triteleia","Liliaceae"
"TRGR7","","TRGR7","Triteleia grandiflora","largeflower triteleia","Liliaceae"
"TRGRG2","","TRGRG2","Triteleia grandiflora var. grandiflora","largeflower triteleia","Liliaceae"
"TRGRG2","BRDO","BRDO","Brodiaea douglasii","",""
"TRGRG2","BRGR6","BRGR6","Brodiaea grandiflora","",""
"TRITI","","TRITI","Triticum","wheat","Poaceae"
"TRAE","","TRAE","Triticum aestivum","common wheat","Poaceae"
"TRAE","TRHY5","TRHY5","Triticum hybernum","",""
"TRAE","TRMA11","TRMA11","Triticum macha","",""
"TRAE","TRSA5","TRSA5","Triticum sativum","",""
"TRAE","TRSP5","TRSP5","Triticum sphaerococcum","",""
"TRAE","TRVU","TRVU","Triticum vulgare","",""
"TROLL","","TROLL","Trollius","globeflower","Ranunculaceae"
"TRLA14","","TRLA14","Trollius laxus","American globeflower","Ranunculaceae"
"TRLAA2","","TRLAA2","Trollius laxus ssp. albiflorus","American globeflower","Ranunculaceae"
"TRLAA2","TRAL8","TRAL8","Trollius albiflorus","",""
"TRLAA2","TRLAA","TRLAA","Trollius laxus var. albiflorus","",""
"TYPHA","","TYPHA","Typha","cattail","Typhaceae"
"TYAN","","TYAN","Typha angustifolia","narrowleaf cattail","Typhaceae"
"TYAN","TYANC","TYANC","Typha angustifolia var. calumetensis","",""
"TYAN","TYANE","TYANE","Typha angustifolia var. elongata","",""
"TYDO","","TYDO","Typha domingensis","southern cattail","Typhaceae"
"TYDO","TYAN2","TYAN2","Typha angustata","",""
"TYLA","","TYLA","Typha latifolia","broadleaf cattail","Typhaceae"
"ULMUS","","ULMUS","Ulmus","elm","Ulmaceae"
"ULAM","","ULAM","Ulmus americana","American elm","Ulmaceae"
"ULAM","ULAMF2","ULAMF2","Ulmus americana var. floridana","",""
"ULAM","ULFL","ULFL","Ulmus floridana","",""
"ULPA","","ULPA","Ulmus parvifolia","Chinese elm","Ulmaceae"
"ULPA","ULCH","ULCH","Ulmus chinensis","",""
"ULPU","","ULPU","Ulmus pumila","Siberian elm","Ulmaceae"
"ULRU","","ULRU","Ulmus rubra","slippery elm","Ulmaceae"
"ULRU","ULFU","ULFU","Ulmus fulva","",""
"URTIC","","URTIC","Urtica","nettle","Urticaceae"
"URDI","","URDI","Urtica dioica","stinging nettle","Urticaceae"
"URDIG","","URDIG","Urtica dioica ssp. gracilis","California nettle","Urticaceae"
"URDIG","URCA3","URCA3","Urtica californica","",""
"URDIG","URCA5","URCA5","Urtica cardiophylla","",""
"URDIG","URDIA","URDIA","Urtica dioica var. angustifolia","",""
"URDIG","URDIC","URDIC","Urtica dioica var. californica","",""
"URDIG","URDIG2","URDIG2","Urtica dioica var. gracilis","",""
"URDIG","URDIL","URDIL","Urtica dioica var. lyallii","",""
"URDIG","URDIP2","URDIP2","Urtica dioica var. procera","",""
"URDIG","URGR3","URGR3","Urtica gracilis","",""
"URDIG","URLY2","URLY2","Urtica lyallii","",""
"URDIG","URLYC","URLYC","Urtica lyallii var. californica","",""
"URDIG","URMA","URMA","Urtica major","",""
"URDIG","URPR","URPR","Urtica procera","",""
"URDIG","URSE3","URSE3","Urtica serra","",""
"URDIG","URST2","URST2","Urtica strigosissima","",""
"URDIG","URVI","URVI","Urtica viridis","",""
"URDIH","","URDIH","Urtica dioica ssp. holosericea","stinging nettle","Urticaceae"
"URDIH","URBR","URBR","Urtica breweri","",""
"URDIH","URDIH2","URDIH2","Urtica dioica var. holosericea","",""
"URDIH","URDIO","URDIO","Urtica dioica var. occidentalis","",""
"URDIH","URGRG","URGRG","Urtica gracilis var. greenei","",""
"URDIH","URGRH","URGRH","Urtica gracilis ssp. holosericea","",""
"URDIH","URGRH2","URGRH2","Urtica gracilis var. holosericea","",""
"URDIH","URHO2","URHO2","Urtica holosericea","",""
"URDIH","URTR2","URTR2","Urtica trachycarpa","",""
"USNEA2","","USNEA2","Usnea","beard lichen","Parmeliaceae"
"UTRIC","","UTRIC","Utricularia","bladderwort","Lentibulariaceae"
"UTMA","","UTMA","Utricularia macrorhiza","common bladderwort","Lentibulariaceae"
"UTMA","UTVU","UTVU","Utricularia vulgaris","",""
"UTMA","UTVUA","UTVUA","Utricularia vulgaris var. americana","",""
"UTMA","UTVUM","UTVUM","Utricularia vulgaris ssp. macrorhiza","",""
"UTMI","","UTMI","Utricularia minor","lesser bladderwort","Lentibulariaceae"
"UTOC","","UTOC","Utricularia ochroleuca","yellowishwhite bladderwort","Lentibulariaceae"
"UTOC","UTOC2","UTOC2","Utricularia occidentalis","",""
"VACCA","","VACCA","Vaccaria","soapwort","Caryophyllaceae"
"VAHI2","","VAHI2","Vaccaria hispanica","cow soapwort","Caryophyllaceae"
"VAHI2","SAVA4","SAVA4","Saponaria vaccaria","",""
"VAHI2","VAPY","VAPY","Vaccaria pyramidata","",""
"VAHI2","VASE4","VASE4","Vaccaria segetalis","",""
"VAHI2","VAVA2","VAVA2","Vaccaria vaccaria","",""
"VAHI2","VAVU2","VAVU2","Vaccaria vulgaris","",""
"VACCI","","VACCI","Vaccinium","blueberry","Ericaceae"
"VACE","","VACE","Vaccinium cespitosum","dwarf bilberry","Ericaceae"
"VACE","VAAR2","VAAR2","Vaccinium arbuscula","",""
"VACE","VACA13","VACA13","Vaccinium caespitosum","",""
"VACE","VACAA2","VACAA2","Vaccinium caespitosum var. arbuscula","",""
"VACE","VACAC3","VACAC3","Vaccinium caespitosum var. caespitosum","",""
"VACE","VACAP3","VACAP3","Vaccinium caespitosum var. paludicola","",""
"VACE","VACEA","VACEA","Vaccinium cespitosum var. arbuscula","",""
"VACE","VACEC","VACEC","Vaccinium cespitosum var. cespitosum","",""
"VACE","VACEP","VACEP","Vaccinium cespitosum var. paludicola","",""
"VACE","VANI3","VANI3","Vaccinium nivictum","",""
"VAME","","VAME","Vaccinium membranaceum","thinleaf huckleberry","Ericaceae"
"VAME","VACO6","VACO6","Vaccinium coccineum","",""
"VAME","VAGL","VAGL","Vaccinium globulare","",""
"VAME","VAMER","VAMER","Vaccinium membranaceum var. rigidum","",""
"VAMY2","","VAMY2","Vaccinium myrtillus","whortleberry","Ericaceae"
"VAMY2","VAMYO","VAMYO","Vaccinium myrtillus var. oreophilum","",""
"VAMY2","VAMYO2","VAMYO2","Vaccinium myrtillus ssp. oreophilum","",""
"VAMY2","VAOR","VAOR","Vaccinium oreophilum","",""
"VASC","","VASC","Vaccinium scoparium","grouse whortleberry","Ericaceae"
"VAHLO","","VAHLO","Vahlodea","hairgrass","Poaceae"
"VAAT2","","VAAT2","Vahlodea atropurpurea","mountain hairgrass","Poaceae"
"VAAT2","AIAT","AIAT","Aira atropurpurea","",""
"VAAT2","DEAT2","DEAT2","Deschampsia atropurpurea","",""
"VAAT2","DEATL","DEATL","Deschampsia atropurpurea var. latifolia","",""
"VAAT2","DEATP","DEATP","Deschampsia atropurpurea var. paramushirensis","",""
"VAAT2","DEATP2","DEATP2","Deschampsia atropurpurea var. payettii","",""
"VAAT2","DEPA12","DEPA12","Deschampsia pacifica","",""
"VAAT2","VAATL","VAATL","Vahlodea atropurpurea ssp. latifolia","",""
"VAAT2","VAATP","VAATP","Vahlodea atropurpurea ssp. paramushirensis","",""
"VAAT2","VAFL2","VAFL2","Vahlodea flexuosa","",""
"VAAT2","VALA2","VALA2","Vahlodea latifolia","",""
"VALER","","VALER","Valeriana","valerian","Valerianaceae"
"VAAC","","VAAC","Valeriana acutiloba","sharpleaf valerian","Valerianaceae"
"VAACA","","VAACA","Valeriana acutiloba var. acutiloba","sharpleaf valerian","Valerianaceae"
"VAACA","VACAA","VACAA","Valeriana capitata ssp. acutiloba","",""
"VAACP","","VAACP","Valeriana acutiloba var. pubicarpa","hairyfruit valerian","Valerianaceae"
"VAACP","VACAP2","VACAP2","Valeriana capitata ssp. pubicarpa","",""
"VAACP","VAPU","VAPU","Valeriana pubicarpa","",""
"VAACP","VAPU2","VAPU2","Valeriana puberulenta","",""
"VAAR3","","VAAR3","Valeriana arizonica","Arizona valerian","Valerianaceae"
"VAAR3","VAACO","VAACO","Valeriana acutiloba var. ovata","",""
"VAAR3","VAOV3","VAOV3","Valeriana ovata","",""
"VAED","","VAED","Valeriana edulis","tobacco root","Valerianaceae"
"VAEDE","","VAEDE","Valeriana edulis var. edulis","tobacco root","Valerianaceae"
"VAOC2","","VAOC2","Valeriana occidentalis","western valerian","Valerianaceae"
"VERAT","","VERAT","Veratrum","false hellebore","Liliaceae"
"VETE4","","VETE4","Veratrum tenuipetalum","Colorado false hellebore","Liliaceae"
"VERBA","","VERBA","Verbascum","mullein","Scrophulariaceae"
"VEBL","","VEBL","Verbascum blattaria","moth mullein","Scrophulariaceae"
"VEPH","","VEPH","Verbascum phlomoides","orange mullein","Scrophulariaceae"
"VETH","","VETH","Verbascum thapsus","common mullein","Scrophulariaceae"
"VERBE","","VERBE","Verbena","vervain","Verbenaceae"
"VEBR","","VEBR","Verbena bracteata","bigbract verbena","Verbenaceae"
"VEBR","VEBR3","VEBR3","Verbena bracteosa","",""
"VEBR","VEIM","VEIM","Verbena imbricata","",""
"VEHA2","","VEHA2","Verbena hastata","swamp verbena","Verbenaceae"
"VEHAS","","VEHAS","Verbena hastata var. scabra","swamp verbena","Verbenaceae"
"VEMA","","VEMA","Verbena macdougalii","MacDougal verbena","Verbenaceae"
"VEOF","","VEOF","Verbena officinalis","herb of the cross","Verbenaceae"
"VEOFO2","","VEOFO2","Verbena officinalis var. officinalis","herb of the cross","Verbenaceae"
"VEPL","","VEPL","Verbena plicata","fanleaf vervain","Verbenaceae"
"VEPL","VEPLD","VEPLD","Verbena plicata var. degeneri","",""
"VEPL","VEPLP","VEPLP","Verbena plicata var. plicata","",""
"VEST","","VEST","Verbena stricta","hoary verbena","Verbenaceae"
"VERBE2","","VERBE2","Verbesina","crownbeard","Asteraceae"
"VEEN","","VEEN","Verbesina encelioides","golden crownbeard","Asteraceae"
"VEENE3","","VEENE3","Verbesina encelioides ssp. encelioides","golden crownbeard","Asteraceae"
"VEENE3","VEMI4","VEMI4","Verbesina microptera","",""
"VEENE3","XIEN","XIEN","Ximenesia encelioides","",""
"VEENE3","XIENC","XIENC","Ximenesia encelioides var. cana","",""
"VEENE3","XIMI","XIMI","Ximenesia microptera","",""
"VEENE2","","VEENE2","Verbesina encelioides ssp. exauriculata","golden crownbeard","Asteraceae"
"VEENE2","VEENE","VEENE","Verbesina encelioides var. exauriculata","",""
"VEENE2","VEEX","VEEX","Verbesina exauriculata","",""
"VEENE2","XIENE","XIENE","Ximenesia encelioides var. exauriculata","",""
"VEENE2","XIEX","XIEX","Ximenesia exauriculata","",""
"VERNO","","VERNO","Vernonia","ironweed","Asteraceae"
"VEBA","","VEBA","Vernonia baldwinii","Baldwin's ironweed","Asteraceae"
"VEBAI2","","VEBAI2","Vernonia baldwinii ssp. interior","interior ironweed","Asteraceae"
"VEBAI2","VEIN2","VEIN2","Vernonia interior","",""
"VEFA2","","VEFA2","Vernonia fasciculata","prairie ironweed","Asteraceae"
"VEFAC","","VEFAC","Vernonia fasciculata ssp. corymbosa","prairie ironweed","Asteraceae"
"VEFAC","VEFAC2","VEFAC2","Vernonia fasciculata var. corymbosa","",""
"VEMA2","","VEMA2","Vernonia marginata","plains ironweed","Asteraceae"
"VEMA2","VEMAT","VEMAT","Vernonia marginata var. tenuifolia","",""
"VERON","","VERON","Veronica","speedwell","Scrophulariaceae"
"VEAG","","VEAG","Veronica agrestis","green field speedwell","Scrophulariaceae"
"VEAG","POAG2","POAG2","Pocilla agrestis","",""
"VEAM2","","VEAM2","Veronica americana","American speedwell","Scrophulariaceae"
"VEAN2","","VEAN2","Veronica anagallis-aquatica","water speedwell","Scrophulariaceae"
"VEAN2","VEAN3","VEAN3","Veronica anagallis","",""
"VEAN2","VECA7","VECA7","Veronica catenata","",""
"VEAN2","VECAG2","VECAG2","Veronica catenata var. glandulosa","",""
"VEAN2","VECO4","VECO4","Veronica comosa","",""
"VEAN2","VECO5","VECO5","Veronica connata","",""
"VEAN2","VECOG","VECOG","Veronica comosa var. glaberrima","",""
"VEAN2","VECOG2","VECOG2","Veronica comosa var. glandulosa","",""
"VEAN2","VECOG3","VECOG3","Veronica connata ssp. glaberrima","",""
"VEAN2","VECOG4","VECOG4","Veronica connata var. glaberrima","",""
"VEAN2","VECOT","VECOT","Veronica connata var. typica","",""
"VEAN2","VEGL3","VEGL3","Veronica glandifera","",""
"VEAN2","VEGR5","VEGR5","Veronica grandiflora","",""
"VEAN2","VELA7","VELA7","Veronica ×lackschewitzii","",""
"VEAN2","VEMI3","VEMI3","Veronica micromeria","",""
"VEAN2","VESA","VESA","Veronica salina","",""
"VEAR","","VEAR","Veronica arvensis","corn speedwell","Scrophulariaceae"
"VEBI2","","VEBI2","Veronica biloba","twolobe speedwell","Scrophulariaceae"
"VEBI2","POBI13","POBI13","Pocilla biloba","",""
"VEPE2","","VEPE2","Veronica peregrina","neckweed","Scrophulariaceae"
"VEPEX2","","VEPEX2","Veronica peregrina ssp. xalapensis","hairy purslane speedwell","Scrophulariaceae"
"VEPEX2","VEPEX","VEPEX","Veronica peregrina var. xalapensis","",""
"VEPEX2","VESH","VESH","Veronica sherwoodii","",""
"VEPEX2","VEXA","VEXA","Veronica xalapensis","",""
"VEPE3","","VEPE3","Veronica persica","birdeye speedwell","Scrophulariaceae"
"VEPE3","POPE21","POPE21","Pocilla persica","",""
"VEPE3","VEBU","VEBU","Veronica buxbaumii","",""
"VEPE3","VEPEA","VEPEA","Veronica persica var. aschersoniana","",""
"VEPE3","VEPEC","VEPEC","Veronica persica var. corrensiana","",""
"VEPO","","VEPO","Veronica polita","gray field speedwell","Scrophulariaceae"
"VEPO","POPO21","POPO21","Pocilla polita","",""
"VEPO","VEDI5","VEDI5","Veronica didyma","",""
"VESC2","","VESC2","Veronica scutellata","skullcap speedwell","Scrophulariaceae"
"VESC2","VESCV","VESCV","Veronica scutellata var. villosa","",""
